Recipient Name,DUNS,City,State,ZIP Code,County,Country,Type,Class,Sum of Awards
"VOCALID, INC.",079399198,BELMONT,MA,024783303,MIDDLESEX,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,026,253"
GENOMENON INC,080055927,ANN ARBOR,MI,48105,WASHTENAW,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,862,061"
"Liquidgoldconcept, Inc",080376159,Ypsilanti,MI,481972663,WASHTENAW,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$252,035"
"PATHWAY ACCESSIBILITY SOLUTIONS, INC.",079509842,PITTSBURGH,PA,152195152,ALLEGHENY,United States of America,Community Action Organization,Private Profit ( Small Business ) Organizations,"$100,000"
"CORAMIR BIOMEDICAL, INC.",079406969,SUPERIOR,CO,800274640,BOULDER,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$153,531"
SOUTHEAST KENTUCKY CENTER FOR INDEPEDENT LIVING,079410161,HARLAN,KY,408312312,HARLAN,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$180,477"
"FANNIN PARTNERS, LLC",079612381,HOUSTON,TX,770275175,HARRIS,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$4,851,716"
"OPTICYTE, INC.",079420841,SEATTLE,WA,981052019,KING,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$2,148,586"
VOVA IDA LLC,016937723,Jupiter,FL,33458,PALM BEACH,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$376,286"
MADORRA INC.,079412991,PORTLAND,OR,972394232,MULTNOMAH,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,451,548"
GENTUITY LLC,077509759,SUDBURY,MA,017761142,MIDDLESEX,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,676,679"
RFPI LLC,079509088,GREENVILLE,NC,278349013,PITT,United States of America,Planning & Administrative Organizations,Private Profit ( Small Business ) Organizations,"$1,908,356"
KINETIQ,080207631,MONROVIA,CA,91016,LOS ANGELES,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$261,661"
"New Hampshire Academy of Science, Inc.",080690309,Warren,NH,032792001,GRAFTON,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$242,136"
CHILDREN`S CANCER THERAPY DEVELOPMENT INSTITUTE,079417121,FORT COLLINS,CO,80524,LARIMER,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,681,894"
ENROLL THE RIDGE,079415596,JONESBORO,AR,724013107,CRAIGHEAD,United States of America,Other Special Interest Organization,Non-Profit Public Non-Government Organizations,"$320,138"
ITERION THERAPEUTICS Inc.,968385273,HOUSTON,TX,770212039,HARRIS,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$299,974"
"NEOVATIVE, INC.",079424567,DIAMOND BAR,CA,917653356,LOS ANGELES,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",Private Profit ( Small Business ) Organizations,"$1,976,286"
"Prenosis, Inc",079414131,CHAMPAIGN,IL,61820,CHAMPAIGN,United States of America,Other Social Services Organization,Private Profit ( Small Business ) Organizations,"$1,139,523"
"Bionic Eye Technologies, Inc.",079577492,Ithaca,NY,148502952,TOMPKINS,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$203,541"
SD ST OFFICE OF THE GOVERNOR,809587710,PIERRE,SD,57501,HUGHES,United States of America,Planning & Administrative Organizations,State Government,"$889,047"
SD ST OFFICE OF THE GOVERNOR,809587900,PIERRE,SD,57501,HUGHES,United States of America,Planning & Administrative Organizations,State Government,$0
SD ST OFFICE OF THE GOVERNOR,929929743,PIERRE,SD,57501,HUGHES,United States of America,Planning & Administrative Organizations,State Government,"$129,000"
SD ST OFFICE OF THE GOVERNOR,929930808,PIERRE,SD,57501,HUGHES,United States of America,Planning & Administrative Organizations,State Government,$0
SD ST BOARD OF EDUCATION,809791692,PIERRE,SD,57501,HUGHES,United States of America,Educational Department,State Government,"$5,150,117"
SD ST DEPARTMENT OF EDUCATION & CULTURAL AFFAIRS,112767459,PIERRE,SD,57501,HUGHES,United States of America,Educational Department,State Government,"$743,316"
SD ST DEPT OF HUMAN SERVICES,180922833,PIERRE,SD,57501,HUGHES,United States of America,Health Department,State Government,"$3,767,926"
SD ST DEPT OF HUMAN SERVICES,809587678,PIERRE,SD,57501,HUGHES,United States of America,Health Department,State Government,"$41,990,561"
SD ST DEPT OF HUMAN SERVICES,809587900,PIERRE,SD,57501,HUGHES,United States of America,Health Department,State Government,"$40,693"
SD ST DEPT OF HUMAN SERVICES,959824129,PIERRE,SD,57501,HUGHES,United States of America,Health Department,State Government,"$2,660,189"
SOUTH DAKOTA STATE UNIVERSITY,929929743,BROOKINGS,SD,570070001,BROOKINGS,United States of America,"Junior College, College & University",State Government,"$23,683,514"
SD ST DEPARTMENT OF HEALTH,809587678,PIERRE,SD,575015070,HUGHES,United States of America,Health Department,State Government,$0
SD ST DEPARTMENT OF HEALTH,809587710,PIERRE,SD,575015070,HUGHES,United States of America,Health Department,State Government,"$235,872,179"
SD ST DEPARTMENT OF HEALTH,824799407,PIERRE,SD,575015070,HUGHES,United States of America,Health Department,State Government,$0
"SD ST DEPARTMENT OF SOCIAL SVCS, DIV OF THE SECRETARY",809587710,PIERRE,SD,57501,HUGHES,United States of America,Welfare Department,State Government,"$982,693"
"SD ST DEPARTMENT OF SOCIAL SVCS, DIV OF THE SECRETARY",809587900,PIERRE,SD,57501,HUGHES,United States of America,Welfare Department,State Government,"$4,261,822,641"
"SD ST DEPARTMENT OF SOCIAL SVCS, DIV OF THE SECRETARY",959824129,PIERRE,SD,57501,HUGHES,United States of America,Welfare Department,State Government,"$900,000"
"ATTORNEY GENERAL, SOUTH DAKOTA",606899094,PIERRE,SD,575015070,HUGHES,United States of America,Law Enforcement Agency ( Including Criminal Rehabilitation ),State Government,"$2,218,929"
"ATTORNEY GENERAL, SOUTH DAKOTA",809915101,PIERRE,SD,575015070,HUGHES,United States of America,Law Enforcement Agency ( Including Criminal Rehabilitation ),State Government,"$83,974"
SD ST DEPARTMENT OF HUMAN SERVICES,809587678,PIERRE,SD,57501,HUGHES,United States of America,Welfare Department,State Government,"$305,454"
SD ST DEPARTMENT OF HUMAN SERVICES,809587710,PIERRE,SD,57501,HUGHES,United States of America,Welfare Department,State Government,"$672,897"
SD ST DEPARTMENT OF HUMAN SERVICES,809587900,PIERRE,SD,57501,HUGHES,United States of America,Welfare Department,State Government,"$6,581,409"
SOUTH DAKOTA UNIFIED JUDICIAL SYSTEM,809587678,PIERRE,SD,57501,HUGHES,United States of America,Other Social Services Organization,State Government,"$1,625,523"
SD ST SEC OF STATE,809587678,PIERRE,SD,57501,HUGHES,United States of America,Other Special Interest Organization,State Government,$0
"SD ST DEPT OF PUBLIC SAFETY, DIV OF EMERG SVCS",809791668,PIERRE,SD,57501,HUGHES,United States of America,Welfare Department,State Government,"$2,891,189"
SOUTH DAKOTA SCHOOL OF MINES & TECHNOLOGY,929928018,RAPID CITY,SD,577013901,PENNINGTON,United States of America,"Junior College, College & University",State Government,"$123,540"
State of South Dakota - South Dakota Risk Pool,780566753,PIERRE,SD,575015007,HUGHES,United States of America,Welfare Department,State Government,"-$85,124"
SD Dept of Rev & Reg Div of Insurance,809587850,PIERRE,SD,575013100,HUGHES,United States of America,"Supplier Organizations ( Service, Supplies, Material and Equipment )",State Government,"-$1,561,018"
SD Department of Labor and Regulation,809587850,PIERRE,SD,57501,HUGHES,United States of America,Other Special Interest Organization,State Government,"-$1,159,260"
THE UNIVERSITY OF SOUTH DAKOTA,929930808,VERMILLION,SD,570692307,CLAY,United States of America,"Junior College, College & University",State Government,"$6,272,711"
"SIOUX FALLS, CITY OF",078034683,SIOUX FALLS,SD,571177402,MINNEHAHA,United States of America,Health Department,City Government,"$20,333,539"
SIOUX FALLS INDEPENDENT SCHOOL DISTRICT,078015427,SIOUX FALLS,SD,57102,MINNEHAHA,United States of America,School Board & School District,City Government,"$15,928,293"
UNIVERSITY OF SOUTH DAKOTA,929930808,VERMILLION,SD,570692307,CLAY,United States of America,"Junior College, College & University",State Government,"$63,980,622"
"YOUTH & FAMILY SERVICES, INC.",085817062,RAPID CITY,SD,577092813,PENNINGTON,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$51,243,526"
"LITTLE WOUND SCHOOL BOARD, INC",091992685,KYLE,SD,57752,SHANNON,United States of America,School Board & School District,"Other (Towns, Villages, American Indian Tribes)","$5,254,108"
UNIVERSITY OF NEBRASKA MEDICAL CENTER,168559177,OMAHA,NE,68198,DOUGLAS,United States of America,"Junior College, College & University",State Government,"$763,286"
UNIVERSITY OF NEBRASKA MEDICAL CENTER,555456995,OMAHA,NE,68198,DOUGLAS,United States of America,"Junior College, College & University",State Government,$0
UNIVERSITY OF NEBRASKA MEDICAL CENTER,118106496,OMAHA,NE,68198,DOUGLAS,United States of America,"Junior College, College & University",State Government,"$359,036"
UNIVERSITY OF NEBRASKA MEDICAL CENTER,168559177,OMAHA,NE,68198,DOUGLAS,United States of America,"Junior College, College & University",State Government,"$506,936,183"
UNIVERSITY OF NEBRASKA MEDICAL CENTER,605799469,OMAHA,NE,68198,DOUGLAS,United States of America,"Junior College, College & University",State Government,"$56,694"
UNIVERSITY OF NEBRASKA LINCOLN,555456995,LINCOLN,NE,68588,LANCASTER,United States of America,"Junior College, College & University",State Government,"$114,778,124"
UNIVERSITY OF NEBRASKA AT OMAHA,168559177,OMAHA,NE,68101,DOUGLAS,United States of America,"Junior College, College & University",State Government,"$4,754,923"
UNIVERSITY OF NEBRASKA AT OMAHA,190827162,OMAHA,NE,68101,DOUGLAS,United States of America,"Junior College, College & University",State Government,"$21,141,418"
"Board of Regents, University of Nebraska-Lincoln",555456995,LINCOLN,NE,68588,LANCASTER,United States of America,"Junior College, College & University",State Government,"$18,062,317"
CLARKSON COLLEGE,144255580,OMAHA,NE,68131,DOUGLAS,United States of America,Vocational & Training School,Non-Profit Private Non-Government Organizations,$0
CLARKSON COLLEGE,194109039,OMAHA,NE,68131,DOUGLAS,United States of America,Vocational & Training School,Non-Profit Private Non-Government Organizations,$0
MIDLAND LUTHERAN COLLEGE,078020765,FREMONT,NE,680254254,DODGE,United States of America,"Junior College, College & University",Non-Profit Private Non-Government Organizations,"$5,209,376"
BRYAN MEMORIAL HOSPITAL,072919954,LINCOLN,NE,685061275,LANCASTER,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$868,504"
CREIGHTON UNIVERSITY,053309332,OMAHA,NE,681780002,DOUGLAS,United States of America,"Junior College, College & University",Non-Profit Private Non-Government Organizations,"$40,133,107"
NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH,825771496,OMAHA,NE,68114,DOUGLAS,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$907,964"
"METHODIST HOSPITAL, SCHOOL OF NURSING",825771496,OMAHA,NE,68114,DOUGLAS,United States of America,Vocational & Training School,Non-Profit Private Non-Government Organizations,"$602,915"
FATHER FLANAGAN`S BOYS` HOME,073136806,BOYS TOWN,NE,680107501,DOUGLAS,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$43,619,918"
FATHER FLANAGAN`S BOYS` HOME,555456995,BOYS TOWN,NE,680107501,DOUGLAS,United States of America,Other Social Services Organization,Non-Profit Private Non-Government Organizations,"$805,238"
CHILDRENS HOSPITAL,068675719,OMAHA,NE,68114,DOUGLAS,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$7,347,583"
Nebraska Hospital Association,969832075,LINCOLN,NE,685044761,LANCASTER,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$2,105,570"
HEARTLAND FAMILY SERVICE,020178331,OMAHA,NE,681052909,DOUGLAS,United States of America,Other Special Interest Organization,Non-Profit Private Non-Government Organizations,"$1,212,147"
UNION COLLEGE,007258619,LINCOLN,NE,685064387,LANCASTER,United States of America,"Junior College, College & University",Non-Profit Private Non-Government Organizations,$0
COLLEGE OF ST MARY,068675388,OMAHA,NE,68124,DOUGLAS,United States of America,"Junior College, College & University",Non-Profit Private Non-Government Organizations,"$660,982"
EASTER SEAL SOCIETY OF NEBRASKA INC,078010428,OMAHA,NE,681443810,DOUGLAS,United States of America,Welfare Department,State Government,"$1,022,516"
OMAHA TRIBE OF NEBRASKA,118683309,MACY,NE,680390368,THURSTON,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$23,510,513"
"OMAHA TRIBE OF NEBRASKA, HEAD START",118683309,MACY,NE,68039,THURSTON,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$4,096,125"
CHADRON COMMUNITY HOSPITAL,048335678,CHADRON,NE,693372546,DAWES,United States of America,Hospital,Non-Profit Private Non-Government Organizations,"$873,452"
WINNEBAGO TRIBE OF NEBRASKA,041643834,WINNEBAGO,NE,68071,THURSTON,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$128,255,021"
WINNEBAGO TRIBE OF NEBRASKA,041643834,WINNEBAGO,NE,680710687,THURSTON,United States of America,Indian Tribal Council,"Other (Towns, Villages, American Indian Tribes)","$16,242,663"
WinnebagoTribe of Nebraska,041643834,WINNEBAGO,NE,68071,THURSTON,United States of America,Welfare Department,State Government,"$7,107,353"
COMMUNITY ACTION PARTNERSHIP OF LANCASTER & SAUNDERS CO,072910086,LINCOLN,NE,685082322,LANCASTER,United States of America,Community Action Organization,Non-Profit Public Non-Government Organizations,"$40,844,491"
"HEALTH AND HUMAN SERVICES, NEBRASKA DEPARTMENT OF",808819882,LINCOLN,NE,685095026,LANCASTER,United States of America,Planning & Administrative Organizations,State Government,"$125,000"
"HEALTH AND HUMAN SERVICES, NEBRASKA DEPARTMENT OF",808819957,LINCOLN,NE,685095026,LANCASTER,United States of America,Planning & Administrative Organizations,State Government,"$35,622,569"
"HEALTH AND HUMAN SERVICES, NEBRASKA DEPARTMENT OF",808820344,LINCOLN,NE,685095026,LANCASTER,United States of America,Planning & Administrative Organizations,State Government,"$3,206,211"
